asset_id,asset_name,company,company_cn,phase,indications,targets,mechanism,country,data_quality,data_sources,clinical_trial_id,next_milestone,estimated_timeline,source_url,notes,location,funding,priority,therapeutic_area,generic_name,status,rationale,expected_launch
W3_IN_010,Depemokimab,GSK,,Phase 3,重症哮喘,IL-5,长效IL-5单克隆抗体，6个月一次给药,全球,0.0,N/A,,NDA申请,2025年,https://www.gsk.com,,,,,,,III期临床,,
W3_IN_011,MG-014,麦济生物,,Phase 1,哮喘、COPD,TSLP,长效抗TSLP单克隆抗体，6个月给药间隔,China,0.0,N/A,,I期数据,2025年,http://mp.weixin.qq.com/s?__biz=Mzg3OTc3NjczMw==,,,,,,,I期临床,,
W3_IN_012,Obefazimod,Abivax,,Phase 3,溃疡性结肠炎,未公开,小分子调节剂，修复肠道屏障,欧洲,0.0,N/A,,III期数据,2025年,https://www.abivax.com/pipeline/,,,,,,,III期临床,,
W3_IN_013,NXEO033744,Nxera Pharma,,Phase 1,炎症性肠病,EP4,EP4激动剂,美国,0.0,N/A,,I期数据,2025年,https://investors.nxera.life/common/pdf/20250829_ESG_Report_2024_EN.pdf,,,,,,,I期临床,,
W3_IN_014,WTX-921,Werewolf Therapeutics,,Preclinical,炎症性肠病,IL-10,条件激活IL-10 INDUKINE分子,美国,0.0,N/A,,IND申请,2025-2026年,http://pdf.secdatabase.com/853/0001785530-25-000013.pdf,,,,,,,临床前研究,,
W3_IN_015,NM81,Numab Therapeutics/Kaken,,Preclinical,溃疡性结肠炎、克罗恩病,α4β7/TL1A,α4β7/TL1A双特异性抗体,全球,0.0,N/A,,IND申请,2025-2026年,https://forbion.com/news-insights/news/numab-therapeutics-and-kaken-pharmaceutical,,,,,,,临床前研究，2025年合作,,
W3_IN_016,HXN-1002,Earendil Labs/Sanofi,,Preclinical,溃疡性结肠炎、克罗恩病,α4β7/TL1A,α4β7/TL1A双特异性抗体,全球,0.0,N/A,,IND申请,2025-2026年,https://www.labiotech.eu/best-biotech/immunology-inflammation-deals/,,,,,,,临床前研究，2025年授权,,
W3_IN_017,HXN-1003,Earendil Labs/Sanofi,,Preclinical,炎症性肠病,TL1A/IL23,TL1A/IL23双特异性抗体,全球,0.0,N/A,,IND申请,2025-2026年,https://www.labiotech.eu/best-biotech/immunology-inflammation-deals/,,,,,,,临床前研究，2025年授权,,
W3_IN_018,PTG-200,Protagonist/Janssen,,Phase 1,克罗恩病、溃疡性结肠炎,IL-23R,口服IL-23受体拮抗剂多肽,全球,0.0,N/A,,I期数据,2025年,https://www.contractpharma.com/top-company-profile/johnson-johnson/,,,,,,,I期临床,,
W3_IN_019,MRT-6160-IBD,Monte Rosa/Novartis,,Phase 1,溃疡性结肠炎,VAV1,VAV1分子胶降解剂，口服,全球,0.0,N/A,,I期数据,2025年,https://www.biospace.com/monte-rosa-therapeutics-presents-preclinical-data,,,,,,,I期临床,,
W3_IN_020,RXC008,Redx Pharma,,Phase 1,纤维化性克罗恩病,ROCK,GI靶向ROCK抑制剂,英国,0.0,N/A,,I期数据,2025年,https://www.redxpharma.com/wp-content/uploads/2023/12/Redx-Annual-Results-RNS-December-2023.pdf,,,,,,,I期临床,,
W3_IN_021,YTB323,Novartis,,Phase 3,系统性红斑狼疮、狼疮性肾炎,CD19,CD19 CAR-T细胞治疗，深度B细胞清除,全球,0.0,N/A,,III期数据,2027年+,https://www.novartis.com/sites/novartis_com/files/novartis-immunology-portfolio-update-presentation.pdf,,,,,,,III期临床,,
W3_IN_022,Lupkynis-lupus,Aurinia Pharmaceuticals,,Approved,狼疮性肾炎,Calcineurin,钙调神经磷酸酶抑制剂,全球,0.0,N/A,,适应症扩展,持续,https://www.auriniapharma.com,,,,,,,已获批,,
W3_IN_023,Daxdilimab,Horizon/AbbVie,,Phase 3,泛发性脓疱型银屑病,IL-36R,IL-36受体拮抗剂,全球,0.0,N/A,,NDA申请,2025年,https://www.horizontherapeutics.com,,,,,,,III期临床,,
W3_IN_024,Spesolimab-extend,Boehringer Ingelheim,,Phase 2,溃疡性结肠炎,IL-36R,IL-36受体拮抗剂，适应症扩展,全球,0.0,N/A,,II期数据,2025-2026年,https://www.boehringer-ingelheim.com,,,,,,,II期临床,,
W3_IN_025,Bimekizumab-extend,UCB,,Approved,银屑病、银屑病关节炎,IL-17A/F,IL-17A/F双重抑制剂,全球,0.0,N/A,,适应症扩展,持续,https://www.ucb.com,,,,,,,已获批,,
W3_IN_026,Netakimab,BIOCAD,,Approved,银屑病、强直性脊柱炎,IL-17A,IL-17A单克隆抗体,全球,0.0,N/A,,欧美注册,2025-2026年,https://www.biocad.ru,,,,,,,已获批（俄罗斯等）,,
W3_IN_027,Olokizumab,R-Pharm,,Approved,类风湿性关节炎,IL-6,IL-6单克隆抗体,全球,0.0,N/A,,欧美注册,2025-2026年,https://r-pharm.com,,,,,,,已获批（俄罗斯）,,
W3_IN_028,Sirukumab,GSK/Janssen,,Phase 3,类风湿性关节炎,IL-6,IL-6单克隆抗体,全球,0.0,N/A,,NDA申请,2025年,https://www.gsk.com,,,,,,,III期临床,,
W3_IN_029,Namilumab,Kinevent,,Phase IIb,类风湿性关节炎,GM-CSF,GM-CSF单克隆抗体,全球,0.0,N/A,,III期启动,2025-2026年,https://www.kinevent.com,,,,,,,IIb期临床,,
W3_IN_030,VIB4920,Biolinerx/AstraZeneca,,Phase 2,系统性红斑狼疮、干燥综合征,CD40L,CD40L小分子抑制剂,全球,0.0,N/A,,II期数据,2025年,https://www.biolinerx.com,,,,,,,II期临床,,
W3_IN_031,Dazukibart,Pfizer,,Phase 3,皮肌炎、多发性肌炎,IFN-β,IFN-β单克隆抗体,全球,0.0,N/A,,III期数据,2025-2026年,https://cdn.pfizer.com/pfizercom/product-pipeline/Q4%202024%20Pipeline%20Update_vFINAL2_0.pdf,,,,,,,III期临床,,
W3_IN_032,PF-06835375,Pfizer,,Phase 2,免疫性血小板减少症、狼疮,CXCR5,CXCR5单克隆抗体,全球,0.0,N/A,,II期数据,2025-2026年,https://cdn.pfizer.com/pfizercom/product-pipeline/Q4%202024%20Pipeline%20Update_vFINAL2_0.pdf,,,,,,,II期临床,,
W3_MNC_001,ABBV-230,AbbVie,,Phase 1,慢性炎症性疾病,ChemR23,ChemR23激动性单克隆抗体，促进炎症消退和组织修复,全球,0.0,N/A,,I期数据,2025年,https://www.fiercebiotech.com/biotech/abbvie-hands-back-phase-1-duties-chronic-inflammation-drug-partner-ose,,,,,,,I期临床，OSE负责,,
W3_MNC_002,Nimble IL-23R peptide,AbbVie/Nimble,,Preclinical,银屑病、炎症性肠病,IL-23R,口服多肽IL-23R抑制剂,全球,0.0,N/A,,IND申请,2025-2026年,https://news.abbvie.com/2024-12-13-AbbVie-to-Acquire-Nimble-Therapeutics,,,,,,,临床前，2024年收购Nimble,,
W3_MNC_003,Riliprubart,Sanofi,,Phase 2,自身免疫性疾病,C1s,C1s补体抑制剂,全球,0.0,N/A,,II期数据,2025年,https://www.sanofi.com,,,,,,,II期临床,,
W3_MNC_004,SAR444459,Sanofi,,Phase 1,系统性红斑狼疮,IRF5,IRF5靶向小分子,全球,0.0,N/A,,I期数据,2025-2026年,https://www.sanofi.com,,,,,,,I期临床,,
W3_MNC_005,Tolebrutinib,Sanofi,,Phase 3,多发性硬化、重症肌无力,BTK,脑渗透性BTK抑制剂,全球,0.0,N/A,,III期数据,2025-2026年,https://www.sanofi.com,,,,,,,III期临床,,
W3_MNC_006,Frexalimab,Sanofi,,Phase 2/3,多发性硬化、干燥综合征,CD40L,抗CD40L单克隆抗体,全球,0.0,N/A,,II期数据,2025-2026年,https://www.sanofi.com,,,,,,,II/III期临床,,
W3_MNC_007,Lunsumio-SLE,Roche,,Phase 1,系统性红斑狼疮,CD3/CD20,CD3/CD20双特异性抗体,全球,0.0,N/A,,I期数据,2025年,https://assets.roche.com/f/176343/x/a460ba236d/pharmahy25.pdf,,,,,,,I期临床，皮下剂型,,
W3_MNC_008,Enspryng-extend,Roche,,Phase 3,自身免疫性脑炎、MOG-AD,IL-6R,抗IL-6受体单克隆抗体，适应症扩展,全球,0.0,N/A,,III期数据,2025-2026年,https://assets.roche.com/f/176343/x/a460ba236d/pharmahy25.pdf,,,,,,,III期临床,,
W3_MNC_009,Gazyva-lupus,Roche/Biogen,,Phase 3,狼疮性肾炎、膜性肾病,CD20,奥比妥珠单抗，适应症扩展,全球,0.0,N/A,,III期数据,2025年,https://assets.roche.com/f/176343/x/a460ba236d/pharmahy25.pdf,,,,,,,III期临床,,
W3_MNC_010,YTB323,Novartis,,Phase 3,系统性红斑狼疮、狼疮性肾炎,CD19,CD19 CAR-T细胞治疗,全球,0.0,N/A,,III期数据,2027年+,https://www.novartis.com/sites/novartis_com/files/novartis-immunology-portfolio-update-presentation.pdf,,,,,,,III期临床,,
W3_MNC_011,Ianalumab,Novartis,,Phase 3,干燥综合征、SLE、ITP,BAFF-R,BAFF受体单克隆抗体，双重作用机制,全球,0.0,N/A,,III期数据,2025-2026年,https://www.novartis.com/sites/novartis_com/files/novartis-immunology-portfolio-update-presentation.pdf,,,,,,,III期临床,,
W3_MNC_012,Rhapsido,Novartis,,Approved,慢性自发性荨麻疹、MS、MG,BTK,选择性BTK抑制剂，口服,全球,0.0,N/A,,适应症扩展,持续,https://www.novartis.com/sites/novartis_com/files/novartis-immunology-portfolio-update-presentation.pdf,,,,,,,已获批（CSU）,,
W3_MNC_013,MRT-6160,Novartis/Monte Rosa,,Phase 1,类风湿性关节炎、炎症性肠病、MS,VAV1,VAV1分子胶降解剂，口服,全球,0.0,N/A,,I期数据,2025年,https://www.biopharminternational.com/view/monte-rosa-and-novartis-partner,,,,,,,I期临床，2024年授权,,
W3_MNC_014,Monte Rosa-undisclosed,Novartis/Monte Rosa,,Preclinical,免疫介导疾病,未披露,分子胶降解剂,全球,0.0,N/A,,IND申请,2025-2026年,https://www.biopharminternational.com/view/monte-rosa-and-novartis-partner,,,,,,,临床前，2025年合作,,
W3_MNC_015,Nipocalimab,Johnson & Johnson,,Phase 3,重症肌无力、类风湿关节炎、SLE、HDFN,FcRn,抗FcRn单克隆抗体，阻断IgG循环,全球,0.0,N/A,,NDA申请,2025-2026年,https://www.biopharmadive.com/news/johnson-johnson-autoimmune-nipocalimab-results/706550/,,,,,,,III期临床,,
W3_MNC_016,PX128,Johnson & Johnson/Proteologix,,Phase 1,特应性皮炎、哮喘,IL-13/TSLP,IL-13/TSLP双特异性抗体,全球,0.0,N/A,,I期数据,2025-2026年,https://www.fiercebiotech.com/biotech/jj-scoops-another-atopic-dermatitis-drug-for-125b,,,,,,,I期临床，2024年收购,,
W3_MNC_017,PX130,Johnson & Johnson/Proteologix,,Preclinical,特应性皮炎,IL-13/IL-22,IL-13/IL-22双特异性抗体,全球,0.0,N/A,,IND申请,2025年,https://www.fiercebiotech.com/biotech/jj-scoops-another-atopic-dermatitis-drug-for-125b,,,,,,,临床前，2024年收购,,
W3_MNC_018,NM26,Johnson & Johnson/Numab,,Phase 2,特应性皮炎,IL-4Rα/IL-31,IL-4Rα/IL-31双特异性抗体,全球,0.0,N/A,,N/A,N/A,https://www.fiercebiotech.com/biotech/jj-scoops-another-atopic-dermatitis-drug-for-125b,,,,,,,II期临床（已终止）,,
W3_MNC_019,JNJ-2113,Johnson & Johnson,,Phase 3,银屑病,IL-23R,首个靶向口服IL-23受体多肽,全球,0.0,N/A,,III期数据,2025-2026年,https://www.contractpharma.com/top-company-profile/johnson-johnson/,,,,,,,III期临床（FRONTIER研究）,,
W3_MNC_020,Tremfya-extend,Johnson & Johnson,,Approved,溃疡性结肠炎、克罗恩病,IL-23p19,古塞奇尤单抗，适应症扩展,全球,0.0,N/A,,更多适应症,持续,https://www.jnj.com,,,,,,,已获批（UC）,,
W3_MNC_021,Mirikizumab,Eli Lilly,,Approved,溃疡性结肠炎、克罗恩病、银屑病,IL-23p19,IL-23p19单克隆抗体,全球,0.0,N/A,,适应症扩展,持续,https://www.lilly.com,,,,,,,已获批（UC）,,
W3_MNC_022,Peresolimab,Eli Lilly,,Phase 2,类风湿性关节炎,PD-1,PD-1激动性抗体,全球,0.0,N/A,,II期数据,2025年,https://www.lilly.com,,,,,,,II期临床,,
W3_MNC_023,Olamkicept,Eli Lilly,,Phase 2,炎症性肠病,IL-6,IL-6反式信号抑制剂,全球,0.0,N/A,,II期数据,2025-2026年,https://www.lilly.com,,,,,,,II期临床,,
W3_MNC_024,Zeposia-extend,BMS,,Approved,溃疡性结肠炎、克罗恩病,S1P,S1P受体调节剂，适应症扩展,全球,0.0,N/A,,更多适应症,持续,https://www.bms.com,,,,,,,已获批（UC）,,
W3_MNC_025,Deucravacitinib-extend,BMS,,Phase 2,系统性红斑狼疮、银屑病关节炎,TYK2,TYK2变构抑制剂，适应症扩展,全球,0.0,N/A,,II期数据,2025-2026年,https://www.bms.com,,,,,,,II期临床,,
W3_MNC_026,Brepocitinib,Priovant/Roche,,Phase 2,皮肌炎、狼疮,TYK2/JAK1,TYK2/JAK1双重抑制剂,全球,0.0,N/A,,II期数据,2025年,https://www.roche.com,,,,,,,II期临床,,
W3_MNC_027,Fenebrutinib,Roche,,Phase 3,多发性硬化、重症肌无力,BTK,非共价可逆BTK抑制剂,全球,0.0,N/A,,III期数据,2025-2026年,https://www.roche.com,,,,,,,III期临床,,
W3_MNC_028,Inebilizumab-extend,AstraZeneca,,Phase 3,重症肌无力,CD19,CD19单克隆抗体，适应症扩展,全球,0.0,N/A,,III期数据,2025-2026年,https://www.astrazeneca.com,,,,,,,III期临床,,
W3_EJ_001,GRT-001,Granite Bio,,Phase 1,自身免疫性疾病、炎症,促炎单核细胞,靶向促炎单核细胞的first-in-class单克隆抗体,德国/瑞士,0.0,N/A,,I期数据,2025年,https://www.thepharmanavigator.com/news/granite-bio-emerges-from-stealth,,,,,,,Ia期临床，2025年公布,,
W3_EJ_002,GRT-002,Granite Bio,,Preclinical,过敏和自身免疫反应,IL-3,IL-3抑制剂，first-in-class单克隆抗体,德国/瑞士,0.0,N/A,,IND申请,2025-2026年,https://www.thepharmanavigator.com/news/granite-bio-emerges-from-stealth,,,,,,,临床前研究,,
W3_EJ_003,CAN10,Cantargia,,Phase 1,系统性硬化症、心肌炎、银屑病,IL1RAP,IL1RAP结合抗体，同时阻断IL-1、IL-33、IL-36,瑞典/德国,0.0,N/A,,I期数据,2024-2025年,https://cantargia.com/en/press-releases/cantargia-expands-clinical-pipeline,,,,,,,I期临床，2023年启动,,
W3_EJ_004,Namilumab,Kinevent,,Phase IIb,类风湿性关节炎、银屑病关节炎,GM-CSF,GM-CSF单克隆抗体,英国,0.0,N/A,,III期启动,2025-2026年,https://www.kinevent.com,,,,,,,IIb期临床,,
W3_EJ_005,Zelasudil,Redx Pharma,,Phase IIa,纤维化性疾病、慢性移植物抗宿主病,ROCK2,选择性ROCK2抑制剂,英国,0.0,N/A,,II期数据,2025年,https://www.redxpharma.com/wp-content/uploads/2023/12/Redx-Annual-Results-RNS-December-2023.pdf,,,,,,,IIa期临床,,
W3_EJ_006,RXC008,Redx Pharma,,Phase 1,纤维化性克罗恩病,ROCK,GI靶向ROCK抑制剂,英国,0.0,N/A,,I期数据,2025年,https://www.redxpharma.com/wp-content/uploads/2023/12/Redx-Annual-Results-RNS-December-2023.pdf,,,,,,,I期临床,,
W3_EJ_007,Vidofludimus calcium,Immunic,,Phase 3,多发性硬化、溃疡性结肠炎,DHODH/Nurr1,DHODH抑制剂+Nurr1激活剂，双重机制,Germany,0.0,N/A,,III期数据,2025-2026年,https://imux.com/immunic-highlights-2024-accomplishments,,,,,,,III期临床（RRMS）,,
W3_EJ_008,IMU-856,Immunic,,Phase 2,乳糜泻、胃肠道疾病,SIRT6,SIRT6靶向，修复肠道屏障,Germany,0.0,N/A,,II期启动,2025年,https://imux.com/immunic-highlights-2024-accomplishments,,,,,,,准备II期临床,,
W3_EJ_009,IMU-381,Immunic,,Preclinical,胃肠道疾病,未披露,下一代小分子,Germany,0.0,N/A,,IND申请,待定,https://imux.com/immunic-highlights-2024-accomplishments,,,,,,,临床前测试,,
W3_EJ_010,Rezpegaldesleukin,Nektar Therapeutics,,Phase IIb,特应性皮炎、斑秃,IL-2,调节性T细胞刺激剂,United States,0.0,N/A,,IIb期数据,2025年,https://www.nektar.com,,,,,,,IIb期临床,,
W3_EJ_011,NKTR-0165,Nektar Therapeutics,,Preclinical,炎症性疾病,TNFR2,TNFR2激动性抗体，促进Treg增殖,United States,0.0,N/A,,IND申请,2025-2026年,https://www.prnewswire.com/news-releases/nektar-therapeutics-presents-first-preclinical-data,,,,,,,临床前研究,,
W3_EJ_012,JNT-517,Jnana Therapeutics/大冢制药,,Phase 1,苯丙酮尿症、自身免疫性疾病,SLC6A19,SLC6A19变构抑制剂，first-in-class小分子,United States,0.0,N/A,,I期数据,2025年,https://bydrug.pharmcube.com/news/detail/5ffe0b06afce46bbda4e830acb906626,,,,,,,I期临床，2024年大冢收购,,
W3_EJ_013,Sibeprenlimab,Visterra/大冢制药,,Phase 3,IgA肾病,APRIL,抗APRIL单克隆抗体,全球,0.0,N/A,,III期数据,2025-2026年,https://bydrug.pharmcube.com/news/detail/5ffe0b06afce46bbda4e830acb906626,,,,,,,III期临床,,
W3_EJ_014,Donidalorsen,大冢制药,,Phase III/Approved,遗传性血管性水肿,PKK,PKK siRNA,全球,0.0,N/A,,获批,2025年,https://www.otsuka.com,,,,,,,III期/申报上市,,
W3_EJ_015,Voclosporin-lupus,大冢制药/Aurinia,,Approved,狼疮性肾炎,Calcineurin,钙调神经磷酸酶抑制剂,全球,0.0,N/A,,适应症扩展,持续,https://www.otsuka.com,,,,,,,已获批,,
W3_EJ_016,Rocatinlimab,Kyowa Kirin/Amgen,,Phase 3,特应性皮炎,OX40,抗OX40人源单克隆抗体,日本/全球,0.0,N/A,,III期数据,2026-2027年,https://www.delveinsight.com/blog/atopic-dermatitis-treatment-pipeline,,,,,,,III期临床（ROCKET项目）,,
W3_EJ_017,KHK4083,Kyowa Kirin,,Phase 3,特应性皮炎,OX40L,抗OX40L单克隆抗体,日本/全球,0.0,N/A,,III期数据,2025-2026年,https://www.kyowakirin.com,,,,,,,III期临床,,
W3_EJ_018,Amgiverse,安斯泰来,,Phase 3,胃癌,CLDN18.2,CLDN18.2单克隆抗体,日本/全球,0.0,N/A,,III期数据,2025-2026年,https://www.astellas.com,,,,,,,III期临床,,
W3_EJ_019,ASP1834,安斯泰来,,Preclinical,自身免疫性疾病,未披露,创新小分子,Japan,0.0,N/A,,IND申请,待定,https://www.astellas.com,,,,,,,临床前研究,,
W3_EJ_020,DS-2741a,第一三共,,Preclinical,自身免疫性疾病,未披露,创新抗体,Japan,0.0,N/A,,IND申请,待定,https://www.daiichisankyo.com,,,,,,,临床前研究,,
W3_EJ_021,Enhertu-extend,第一三共/AstraZeneca,,Phase 3,实体瘤,HER2,HER2 ADC，适应症扩展,全球,0.0,N/A,,III期数据,持续,https://www.daiichisankyo.com,,,,,,,III期临床,,
W3_EJ_022,Dato-DXd,第一三共/AstraZeneca,,Phase 3,实体瘤,TROP2,TROP2 ADC,全球,0.0,N/A,,III期数据,2025-2026年,https://www.daiichisankyo.com,,,,,,,III期临床,,
W3_EJ_023,BIIB059,Biogen,,Phase 2,系统性红斑狼疮、皮肤红斑狼疮,BDCA2,抗BDCA2单克隆抗体,United States,0.0,N/A,,II期数据,2025年,https://www.biogen.com,,,,,,,II期临床,,
W3_EJ_024,Daxdilimab,Horizon/AbbVie,,Phase 3,泛发性脓疱型银屑病,IL-36R,IL-36受体拮抗剂,全球,0.0,N/A,,NDA申请,2025年,https://www.horizontherapeutics.com,,,,,,,III期临床,,
W3_EJ_025,BMS-986426,BMS,,Phase 2,系统性红斑狼疮,BAFF,BAFF靶向多肽,全球,0.0,N/A,,II期数据,2025年,https://www.bms.com,,,,,,,II期临床,,
W3_CH_001,恒瑞 SHR-1905,恒瑞医药,,Preclinical,哮喘 | 嗜酸性粒细胞性食管炎,IL-5,抗IL-5单克隆抗体，阻断IL-5与受体结合，抑制嗜酸性粒细胞活化、增殖和存活,China,0.85,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.hengrui.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_002,恒瑞 SHR-1819,恒瑞医药,,Preclinical,特应性皮炎 | 哮喘,IL-4Rα,抗IL-4Rα单克隆抗体，阻断IL-4和IL-13信号通路，抑制Th2型炎症反应,China,0.85,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.hengrui.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_003,恒瑞 SHR-2002,恒瑞医药,,Preclinical,银屑病 | 银屑病关节炎 | 系统性红斑狼疮,TYK2,选择性TYK2变构抑制剂，结合TYK2的假激酶域(JH2)，阻断IL-12、IL-23和I型干扰素信号通路,China,0.82,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.hengrui.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_004,恒瑞 SHR-2101,恒瑞医药,,Preclinical,银屑病 | 强直性脊柱炎,IL-17A,抗IL-17A单克隆抗体，阻断IL-17A与受体结合，抑制Th17细胞介导的炎症反应,China,0.8,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.hengrui.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_005,恒瑞 SHR-2267,恒瑞医药,,Preclinical,类风湿关节炎 | 幼年特发性关节炎,IL-6,抗IL-6单克隆抗体，阻断IL-6与受体结合，抑制急性期反应和炎症级联,China,0.78,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.hengrui.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_006,恒瑞 SHR-2307,恒瑞医药,,Preclinical,银屑病 | 克罗恩病,IL-23p19,抗IL-23p19单克隆抗体，选择性阻断IL-23信号通路，抑制Th17细胞分化,China,0.78,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.hengrui.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_007,恒瑞 SHR-2456,恒瑞医药,,Preclinical,类风湿关节炎 | 特应性皮炎,JAK1,高选择性JAK1抑制剂，阻断JAK-STAT信号通路，抑制多种炎症细胞因子信号,China,0.78,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.hengrui.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_008,恒瑞 SHR-2004,恒瑞医药,,Preclinical,系统性红斑狼疮 | 干燥综合征,CD40L,抗CD40L单克隆抗体，阻断CD40-CD40L共刺激信号，抑制T细胞活化和B细胞分化,China,0.75,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.hengrui.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_009,信达 IBI311,信达生物,,Preclinical,甲状腺眼病,IGF-1R,抗IGF-1R单克隆抗体，阻断IGF-1和IGF-2信号，抑制眼眶成纤维细胞活化和脂肪生成,China,0.87,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.innoventbio.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_010,信达 IBI353,信达生物,,Preclinical,银屑病 | 特应性皮炎,PDE4,磷酸二酯酶4抑制剂，增加细胞内cAMP水平，抑制炎症介质释放,China,0.83,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.innoventbio.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_011,信达 IBI356,信达生物,,Preclinical,特应性皮炎 | 哮喘,OX40L,抗OX40L单克隆抗体，阻断OX40-OX40L共刺激信号，抑制T细胞活化和记忆T细胞形成,China,0.83,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.innoventbio.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_012,信达 IBI3002,信达生物,,Preclinical,哮喘 | 特应性皮炎,IL-4Rα/TSLP,全球首创双特异性抗体，同时靶向IL-4Rα和TSLP，双重阻断Th2型炎症通路,China,0.87,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.innoventbio.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_013,信达 IBI355,信达生物,,Preclinical,系统性红斑狼疮 | 干燥综合征,CD40L,抗CD40L单克隆抗体，阻断CD40-CD40L共刺激信号，抑制T-B细胞相互作用,China,0.83,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.innoventbio.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_014,百济 BGB-23339,百济神州,,Preclinical,银屑病 | 炎症性肠病 | 系统性红斑狼疮,TYK2,高选择性TYK2变构抑制剂，为百济神州首款自主研发的炎症免疫类候选药物,China,0.83,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.beigene.com.cn"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_015,百济 BGB-15025,百济神州,,Preclinical,自身免疫性疾病 | 肿瘤,HPK1,HPK1小分子抑制剂，调节免疫检查点信号，增强抗肿瘤免疫反应,China,0.8,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.beigene.com.cn"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_016,百济 BGB-24714,百济神州,,Preclinical,自身免疫性疾病,SMAC,SMAC模拟物，诱导凋亡蛋白抑制因子降解，促进细胞凋亡,China,0.75,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.beigene.com.cn"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_017,百济 BGB-A445,百济神州,,Preclinical,自身免疫性疾病,OX40,抗OX40激动性单克隆抗体，激活OX40信号通路，增强T细胞免疫反应,China,0.78,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.beigene.com.cn"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_018,百济 BGB-A425,百济神州,,Preclinical,自身免疫性疾病,TIM-3,抗TIM-3单克隆抗体，阻断TIM-3与其配体结合，调节免疫耐受,China,0.75,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.beigene.com.cn"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_019,君实 JS005-Preclinical,君实生物,,Preclinical,银屑病 | 强直性脊柱炎,IL-17A,抗IL-17A单克隆抗体Preclinical版本，与临床阶段JS005对应,China,0.83,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.junshipharma.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_020,君实 JS207-Preclinical,君实生物,,Preclinical,自身免疫性疾病相关肿瘤,PD-1/VEGF,双特异性抗体，同时阻断PD-1和VEGF通路，调节免疫微环境,China,0.8,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.junshipharma.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_021,君实 JS107,君实生物,,Preclinical,自身免疫性胃肠疾病,CLDN18.2,抗CLDN18.2抗体偶联药物，靶向递送细胞毒药物,China,0.8,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.junshipharma.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_022,君实 JS015,君实生物,,Preclinical,自身免疫性骨病,DKK1,抗DKK1单克隆抗体，激活Wnt信号通路，促进骨形成,China,0.8,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.junshipharma.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_023,君实 JS203,君实生物,,Preclinical,自身免疫性疾病 | B细胞淋巴瘤,CD20/CD3,双特异性T细胞衔接器，重定向T细胞杀伤CD20阳性B细胞,China,0.83,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.junshipharma.com"", ""publication_url"": """"}",,,,,,,,,,,,,
W3_CH_024,康方 AK135,康方生物,,Preclinical,炎症性疾病 | 自身炎症性疾病,IL-1RAP,抗IL-1RAP单克隆抗体，阻断IL-1信号通路，抑制炎症反应,China,0.83,"{""clinicaltrials_url"": """", ""company_url"": ""https://www.akesobio.com"", ""publication_url"": """"}",,,,,,,,,,,,,
